study_hours_per_day,attendance_rate,sleep_hours,social_media_hours,assignment_completion_rate,participation_score,online_courses_completed,math_score,reading_score,writing_score,science_score,final_exam_score,previous_gpa,study_environment_Moderate,study_environment_Noisy,study_environment_Quiet,parental_education_Bachelor,parental_education_High School,parental_education_Master,parental_education_PhD,family_income_High,family_income_Low,family_income_Medium,grade_category_A,grade_category_B,grade_category_C,grade_category_D,grade_category_F,tutoring_Yes,pass_fail_Pass,gender_Male,internet_access_Yes
3.56,81.1,7.27,1.4,81.2,75.1,1,64.1,50.8,62.2,57.0,60.3,2.38,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,True
2.59,93.9,7.48,0.8,73.2,59.9,2,47.7,50.2,46.8,37.3,45.9,1.84,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1.03,89.9,8.69,4.2,82.4,85.2,1,48.5,45.9,36.2,53.2,46.6,2.1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,True,True
3.56,60.1,6.24,2.6,94.1,60.4,1,51.7,53.6,35.1,44.7,44.7,1.87,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
4.53,83.9,7.89,2.7,84.0,73.3,2,58.5,60.0,55.1,67.6,60.1,2.11,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True
2.21,72.3,8.42,0.3,91.9,57.1,2,49.9,46.6,37.4,51.4,48.8,1.91,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
5.0,71.4,7.95,1.1,59.2,56.1,3,67.7,77.4,83.0,80.8,77.5,3.18,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,True
4.04,82.1,6.5,3.6,81.0,91.7,2,67.3,52.7,59.9,65.9,64.2,2.67,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,True,True,True
1.74,82.5,6.69,1.7,72.7,63.1,1,53.1,48.5,45.7,50.0,46.2,1.71,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True
2.22,97.2,8.52,1.5,91.7,63.9,0,49.7,52.3,53.2,45.3,49.8,2.2,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True
2.62,77.5,6.81,6.3,88.0,60.3,0,58.5,40.5,49.6,63.6,52.9,2.17,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True
2.78,81.1,6.97,2.6,72.3,62.5,1,57.3,49.0,53.8,64.4,54.5,2.05,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,True,True,True,True
0.5,98.7,6.51,2.2,82.3,68.4,2,32.5,35.4,34.2,37.7,31.1,1.08,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True
2.1,83.2,7.77,2.3,77.9,39.6,3,40.1,51.7,52.4,43.9,46.0,1.68,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True
2.34,79.9,4.54,1.5,85.9,82.2,0,56.9,57.2,62.9,68.0,66.6,2.68,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True
5.27,93.6,6.19,2.4,85.2,75.9,3,71.8,72.5,80.9,88.2,81.2,3.23,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True
3.27,90.3,6.02,5.4,81.0,83.2,1,34.7,37.4,44.7,37.8,41.7,1.64,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,True,False,True,True
2.04,86.0,8.59,3.1,59.9,89.4,3,51.8,53.6,52.6,47.4,48.5,1.89,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
2.47,94.2,7.23,0.1,100.0,72.2,1,62.2,67.1,60.4,54.2,58.2,2.14,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,True
3.51,72.5,6.8,1.8,95.8,71.6,1,71.9,54.0,56.2,58.0,61.3,2.35,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,True,True
2.55,79.2,6.8,2.7,81.3,79.0,4,42.0,39.1,42.4,53.8,41.6,1.32,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
2.3,100.0,5.62,0.2,87.8,50.3,1,76.3,87.2,89.1,74.9,81.8,3.34,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True
2.34,54.7,8.36,1.8,89.0,64.6,2,36.7,38.4,38.3,39.9,36.6,1.46,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False
3.58,78.3,6.65,1.1,69.6,84.7,5,42.8,45.9,42.1,47.2,44.0,1.42,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
1.34,73.2,7.59,1.9,98.6,83.0,2,47.3,37.5,37.5,40.6,40.1,2.01,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True
1.7,85.7,6.34,2.6,49.5,100.0,5,44.5,28.7,51.3,46.8,44.3,1.56,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True
1.89,91.0,6.94,3.5,54.4,68.9,2,35.2,31.8,24.6,44.0,36.4,1.26,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
1.68,96.1,6.08,0.8,69.3,88.3,3,44.4,33.9,32.6,37.7,37.3,1.42,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True
2.01,80.9,6.75,2.4,85.0,69.1,4,48.9,59.6,52.4,54.2,54.8,2.18,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,True
4.08,75.8,8.04,2.0,82.0,53.5,1,48.4,53.1,53.0,61.4,52.9,2.03,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True
4.24,70.5,7.11,2.2,81.1,72.7,1,36.0,19.7,25.5,26.5,28.1,1.39,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True
3.33,85.5,7.37,1.3,78.9,66.7,2,41.9,46.0,48.9,35.9,44.3,1.63,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
3.26,100.0,7.06,2.4,75.2,63.7,4,52.3,55.0,58.7,53.2,54.2,2.47,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,True,True
2.2,79.1,8.63,3.2,60.9,53.9,3,42.6,32.5,28.5,44.4,36.8,1.02,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True
0.5,84.3,6.18,0.4,59.3,66.1,2,26.7,24.8,32.4,35.3,28.8,1.29,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,True
3.17,86.4,6.86,5.1,60.7,57.4,0,26.6,34.1,41.1,37.7,38.3,1.77,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,True,True
3.36,80.8,7.19,3.9,63.6,99.8,1,65.4,63.3,44.7,63.0,56.8,2.33,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
2.19,99.2,6.0,0.1,58.8,83.6,1,58.9,55.7,32.9,60.5,50.8,2.25,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True
1.71,97.1,7.13,4.7,58.5,52.5,2,72.2,55.9,64.1,72.8,69.1,2.5,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,True,True,True
1.47,93.2,7.03,4.8,75.9,61.0,3,39.4,30.9,27.0,29.1,33.5,1.42,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True
3.2,94.6,7.11,1.7,95.8,64.1,3,49.8,42.4,45.5,30.1,46.0,1.64,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True
3.1,78.1,7.12,2.8,86.6,66.9,2,54.7,55.5,60.1,57.6,57.9,1.99,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True
4.43,73.5,6.33,2.6,66.1,57.4,1,36.7,53.0,50.6,54.1,45.5,1.74,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True
2.03,78.2,5.38,0.4,69.6,68.3,2,43.5,44.4,25.8,44.0,37.6,1.49,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True
2.65,87.8,7.18,4.0,100.0,85.2,2,41.0,36.8,39.5,35.2,39.1,1.85,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True
3.02,81.8,6.11,0.0,72.5,64.5,3,59.0,53.0,52.9,38.2,52.0,2.27,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True
2.34,90.7,6.91,2.9,63.7,52.1,2,38.9,62.6,51.4,31.4,46.0,1.88,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True
4.01,86.1,6.25,4.9,75.7,39.7,1,43.0,58.5,42.8,42.7,44.6,2.03,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
4.49,71.6,5.52,0.0,71.5,40.6,0,58.3,77.6,55.4,61.4,64.3,2.57,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,True,True,True
1.67,97.4,7.36,2.1,67.2,74.3,1,45.8,37.4,36.7,27.6,38.9,1.53,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
2.45,79.9,7.7,4.2,80.5,71.9,1,41.8,30.1,50.6,22.4,29.8,0.97,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True
4.59,92.9,8.1,3.1,99.0,67.0,4,63.3,46.5,64.0,44.0,52.1,1.81,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,True
3.39,76.5,6.55,3.8,60.2,61.3,1,32.5,41.3,36.8,34.2,36.9,1.24,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True
3.14,76.2,7.04,1.5,85.8,63.6,2,54.0,37.0,41.6,54.9,44.0,1.69,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True
3.41,75.7,7.34,1.1,94.8,73.9,4,55.0,56.6,53.2,62.4,57.8,2.45,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True
3.79,70.7,8.02,2.2,86.8,61.1,1,66.4,67.5,68.5,53.8,62.7,2.28,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,True
3.47,70.9,5.25,2.9,95.5,70.7,3,67.1,61.5,66.0,51.6,59.5,2.94,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True
3.26,88.8,5.53,3.4,88.1,66.2,2,40.4,59.9,47.6,49.9,45.9,1.9,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True
3.01,75.7,8.39,3.2,69.5,71.5,3,29.9,40.9,37.6,39.3,34.1,1.23,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True
4.62,88.5,5.31,4.0,100.0,37.3,2,70.2,64.8,53.8,55.5,62.3,2.58,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,True,True,True
2.68,86.0,7.92,2.7,87.8,82.1,1,36.1,50.9,43.5,51.0,45.2,1.16,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
3.0,93.8,8.33,0.9,100.0,74.2,2,77.0,51.0,60.6,65.7,61.4,2.16,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,True
4.86,74.8,7.8,0.5,52.1,62.9,0,59.9,55.5,65.1,57.1,60.9,2.69,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True
3.39,95.6,6.0,3.6,100.0,65.3,2,51.2,50.7,48.8,63.9,54.0,1.95,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,True,True
2.92,75.9,6.11,4.0,93.0,77.9,0,48.0,45.9,48.2,57.6,50.8,2.02,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,True,False
3.76,57.6,6.94,5.5,87.1,68.1,2,48.6,56.2,46.0,73.8,58.2,2.29,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False
3.27,86.9,8.75,6.1,66.2,79.1,1,57.4,65.4,55.3,50.8,58.0,2.28,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True
2.11,76.2,8.74,4.0,91.1,71.7,2,34.7,31.1,37.1,55.9,37.7,1.3,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
3.29,100.0,7.3,3.0,98.0,84.0,1,52.3,65.0,58.9,55.7,55.7,2.47,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
2.03,88.0,5.41,1.9,53.6,55.5,2,41.9,25.8,30.1,42.4,32.2,1.28,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True
5.19,84.1,7.16,1.2,88.6,71.9,3,61.0,60.8,57.0,59.5,63.6,2.66,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,True
3.29,87.0,6.79,2.6,70.3,43.3,3,54.2,53.7,50.1,56.4,52.9,2.19,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True
1.87,80.0,7.02,2.3,88.7,55.5,4,37.1,61.6,63.6,42.8,53.2,2.19,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True
2.53,100.0,5.34,5.4,64.5,49.7,1,50.2,55.0,35.8,43.3,45.8,1.71,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True
3.91,79.5,7.24,3.4,99.1,67.6,1,59.8,64.4,55.8,45.6,56.2,2.52,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True
1.69,89.6,5.5,2.2,78.8,64.9,3,28.5,38.8,36.1,30.9,31.7,1.38,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
6.26,76.8,4.47,1.2,91.2,60.8,1,62.6,72.4,74.7,81.5,72.8,3.18,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,True,True
1.25,85.0,7.22,3.3,94.5,50.0,4,22.6,41.3,33.2,49.3,40.6,1.56,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True
4.11,72.6,8.92,2.7,84.5,45.0,3,52.9,68.7,56.8,71.0,65.6,2.69,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,True
2.42,87.3,6.16,1.8,67.0,52.9,3,41.6,35.9,35.6,36.8,35.9,1.55,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
2.03,85.6,6.53,1.5,89.5,83.1,2,30.8,42.6,40.9,44.2,36.4,1.25,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True
3.65,90.5,7.9,3.3,78.6,70.4,2,49.3,67.2,50.2,62.4,56.9,2.34,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True
2.46,89.7,8.16,1.9,82.9,56.1,1,54.2,53.6,45.6,44.5,46.3,1.74,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,True,True
4.91,85.3,7.11,2.0,74.5,68.5,1,55.1,65.6,68.6,69.1,66.6,2.49,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True
1.32,100.0,6.29,1.8,53.2,73.9,3,30.1,39.5,30.3,45.1,34.3,1.22,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True
3.67,84.8,8.33,6.8,80.9,71.5,3,49.2,59.3,44.0,37.2,47.4,1.89,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
2.67,85.4,5.77,2.7,71.0,61.9,0,74.7,69.9,70.3,55.0,67.9,2.59,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,True
3.36,84.1,6.48,1.3,84.5,61.9,1,52.6,49.7,62.3,45.7,50.1,2.1,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False
3.62,87.0,7.59,0.0,79.5,63.0,1,53.1,59.3,65.3,64.0,61.0,2.29,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,True
0.92,82.1,5.43,0.0,72.1,88.1,1,39.4,27.6,42.5,13.7,30.0,1.05,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,True,True
3.28,81.3,7.39,2.1,100.0,78.9,1,39.6,53.0,47.0,76.2,55.2,1.93,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,True
4.31,92.5,8.14,5.0,75.3,89.3,0,60.3,47.5,56.3,42.4,51.8,2.39,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True
3.56,84.5,8.68,5.9,81.2,71.7,4,75.5,57.5,55.1,68.3,65.7,3.17,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False
2.56,95.5,6.61,2.1,100.0,55.2,3,41.5,42.4,46.5,42.0,43.0,1.57,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True
1.3,66.1,6.56,3.0,64.9,89.4,3,38.7,30.5,36.9,36.8,34.9,1.45,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
3.61,100.0,7.71,2.3,92.6,65.1,1,55.8,61.1,54.2,56.9,57.3,2.04,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,True
5.25,94.0,6.38,3.2,68.8,53.3,0,22.2,33.0,33.5,24.5,28.4,1.25,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
3.79,84.5,6.69,2.1,76.5,55.5,3,46.3,39.6,56.6,56.2,49.6,1.77,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True
4.39,84.2,7.32,1.7,85.9,80.3,3,66.8,51.7,64.3,67.1,62.3,2.74,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
4.12,91.4,7.37,1.5,97.2,72.1,1,70.9,73.0,79.4,83.9,77.0,2.92,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True
2.53,74.7,5.09,3.6,64.7,59.1,2,23.2,33.6,27.5,36.1,27.0,0.96,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True
3.11,85.4,5.83,4.5,83.8,59.0,3,37.2,44.3,38.3,33.8,38.6,1.34,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
4.04,86.6,5.17,1.8,68.9,100.0,1,47.4,43.3,45.1,52.9,50.7,2.41,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False
1.1,64.6,5.33,3.6,89.7,76.7,4,33.4,42.9,32.4,43.7,39.1,1.09,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True
3.78,88.5,5.88,2.7,94.5,67.3,3,69.7,65.6,56.1,76.7,65.1,2.13,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True
4.51,71.5,6.78,1.9,90.0,76.8,4,59.7,67.8,63.5,58.1,60.2,2.74,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
2.94,95.8,6.87,3.5,67.9,41.4,2,45.6,47.4,39.3,45.3,48.8,2.13,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True
3.98,98.4,4.85,4.5,63.5,55.6,3,56.2,52.8,45.7,30.5,48.8,1.66,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True
2.33,100.0,6.07,1.3,77.4,57.8,2,40.4,49.9,65.2,40.8,51.0,1.75,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,True,True
3.05,81.8,5.48,2.0,61.6,89.8,2,34.6,40.1,49.5,32.8,37.5,1.44,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
2.67,81.6,6.8,4.7,87.7,40.3,1,26.3,21.4,16.7,5.8,16.0,0.95,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
3.55,65.2,6.34,2.4,100.0,55.8,2,54.4,57.1,51.5,55.7,53.8,2.35,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,True,True
2.87,91.8,8.26,1.3,68.2,70.6,2,49.7,44.8,42.7,44.4,49.0,2.1,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True
0.99,69.9,6.86,2.8,87.8,63.1,3,24.4,30.3,31.1,26.1,25.5,0.9,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True
2.14,70.5,6.39,2.5,68.1,55.3,3,80.7,42.0,61.0,57.8,64.6,2.53,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,True
5.33,82.0,6.74,4.1,98.8,65.8,3,76.9,84.3,74.3,86.5,78.2,2.92,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,True,True,True
3.68,73.9,6.36,2.4,95.2,94.4,3,68.0,50.6,53.7,54.3,55.8,2.02,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True
0.5,75.4,8.34,2.5,78.8,83.0,3,28.4,27.5,36.9,30.4,31.9,1.12,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True
4.45,85.5,6.66,2.4,91.5,45.2,0,72.0,75.3,69.5,68.5,73.4,3.24,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,True
1.62,93.8,7.46,2.8,92.6,71.2,3,54.5,42.0,33.1,53.6,44.0,1.89,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True
4.07,90.4,7.79,4.8,62.1,43.5,0,59.1,55.3,44.0,45.6,48.9,1.4,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True
4.55,86.9,6.34,3.6,87.4,74.0,1,50.7,60.4,66.4,52.8,55.4,1.98,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,True,True,True
3.12,96.5,5.2,0.9,70.7,83.8,2,68.6,81.1,71.4,67.7,68.1,2.31,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,True
1.8,86.3,6.52,2.9,81.9,49.5,1,30.8,16.6,24.3,42.6,30.1,1.29,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True
2.14,79.7,7.64,3.0,74.8,75.6,1,39.1,53.6,42.1,28.7,40.6,1.29,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
3.76,77.3,5.3,3.1,80.4,92.7,1,62.4,50.4,59.8,61.9,56.6,2.19,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True
1.64,90.5,7.25,0.3,93.8,37.2,3,34.2,52.8,50.2,48.3,43.5,1.42,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True
2.3,74.0,7.84,2.7,62.8,71.5,2,39.7,55.5,60.7,47.3,51.4,1.82,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,True,True
3.62,88.5,8.39,1.6,53.8,72.2,0,42.1,48.4,51.7,58.5,49.2,1.65,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True
2.22,80.7,7.68,0.3,73.3,68.4,2,60.3,39.7,51.8,39.5,52.5,2.11,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,True
4.7,76.6,7.29,4.3,96.6,54.2,3,49.8,46.5,52.4,48.8,53.6,1.68,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
1.75,76.4,7.19,2.1,66.5,74.4,2,36.2,28.4,38.0,46.9,36.6,1.68,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0.5,94.7,5.79,2.1,72.3,64.0,1,49.0,40.9,46.1,47.0,45.4,2.46,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True
2.07,76.4,6.05,3.8,97.5,73.7,4,37.9,30.1,31.4,41.5,35.1,1.45,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True
3.37,82.2,5.27,4.0,100.0,59.2,3,53.4,54.6,54.6,61.2,54.8,2.43,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True
4.04,80.3,7.07,2.1,90.4,70.5,6,45.7,48.2,52.7,48.3,47.5,2.01,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False
2.51,95.6,7.44,2.5,86.1,100.0,1,49.4,40.2,29.3,50.5,42.0,1.44,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,True,False,True,True
2.67,100.0,7.12,1.0,95.0,46.8,1,51.1,68.0,58.9,58.8,59.4,2.69,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,True
2.96,94.1,7.28,1.1,73.8,26.5,2,49.4,60.6,48.7,55.1,55.6,2.3,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,True
5.09,81.2,7.76,4.4,90.4,72.0,1,54.2,48.7,62.4,62.3,57.8,2.72,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
3.45,88.4,5.67,2.6,68.0,65.1,0,53.3,46.3,50.9,35.1,45.4,1.37,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True
2.41,75.9,7.06,4.0,100.0,67.0,1,54.5,49.3,57.1,42.1,51.7,1.98,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True
5.46,87.1,7.25,2.3,95.6,54.4,1,70.9,77.8,76.8,62.4,73.8,3.07,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,True,True,True
3.01,67.4,6.53,3.1,89.9,75.7,5,52.3,53.6,55.7,55.1,52.8,1.93,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,True,True
0.51,87.4,4.87,0.0,74.9,91.4,3,67.8,52.8,63.3,52.2,59.5,2.15,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True
1.34,84.4,5.98,3.8,90.4,59.2,2,38.0,51.0,47.3,45.1,45.9,1.93,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True
3.67,89.4,6.49,2.5,79.7,84.5,1,58.4,55.8,63.9,53.7,64.3,2.82,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True
0.87,84.9,7.15,1.8,71.7,74.2,1,41.9,39.9,43.8,42.3,39.8,1.81,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True
3.6,93.4,7.03,3.4,88.8,76.2,1,57.9,48.0,47.3,49.6,50.6,1.67,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
2.06,77.4,8.92,4.0,51.5,72.6,1,23.8,26.0,16.5,37.3,26.4,0.47,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True
4.41,92.6,7.94,1.9,93.3,63.3,4,62.6,72.5,67.3,60.1,63.1,2.38,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,True
3.2,89.7,6.98,0.7,64.5,80.0,0,57.8,41.4,55.1,52.3,54.0,2.02,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True
1.04,95.9,7.12,5.0,91.0,61.6,0,43.8,40.1,30.8,37.6,39.3,1.49,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False,True,True
4.1,96.6,8.27,2.2,57.6,84.7,4,32.1,48.2,40.8,49.6,42.3,2.0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True
4.64,75.5,8.31,0.0,73.8,87.1,2,65.3,93.7,80.9,73.0,75.6,2.8,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True
1.47,90.2,7.33,1.9,86.8,67.0,1,39.2,34.6,41.3,39.8,40.0,1.4,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
